,Name,Latitude,Longitude,Rating,Address
1770,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1771,Green Dog Dental & Wellness,34.1489587,-118.4357809,4.7,"13907 Ventura Blvd #101, Sherman Oaks"
1772,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1773,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1774,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach"
1775,PetStore.com,33.7556944,-117.9392341,3.4,"14271 Corporate Dr, Garden Grove"
1776,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1777,Kahoots Pet Store,33.9856908,-117.7138885,4.7,"4200 Chino Hills Pkwy, Chino Hills"
1778,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1779,Pets Plus,33.497631,-117.66222,4.5,"32022 Camino Capistrano, San Juan Capistrano"
1780,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1781,"Pets R Us, Pet Grooming & Supplies",34.1604446,-118.2743521,3.5,"838 W Glenoaks Blvd, Glendale"
1782,Animal Lovers Pet Shop,33.8058724,-118.3582023,4.5,"24028 Vista Montana, Torrance"
1783,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1784,Dog Lovers,33.9907419,-118.3305499,3.8,"5700 Crenshaw Blvd, Los Angeles"
1785,The Urban Pet,34.0763114,-118.3538996,4.7,"7515 Beverly Blvd, Los Angeles"
1786,Zoom Room Dog Training,33.685642,-117.9904309,4.6,"19069 Beach Blvd, Huntington Beach"
1787,Paw In Order,33.8021939,-117.8590025,4.9,"618 W Collins Ave, Orange"
1788,Pinnacle Pet Services,34.1170015,-118.1506226,0.0,"721 Fair Oaks Ave, South Pasadena"
1789,Catherine's Pet Services,33.6370118,-117.8594386,0.0,"9413 Residencia, Newport Beach"
1790,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1791,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1792,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1793,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1794,Vetco,34.0525678,-118.384269,3.0,"1475 S Robertson Blvd, Los Angeles"
1795,"Pets R Us, Pet Grooming & Supplies",34.1604446,-118.2743521,3.5,"838 W Glenoaks Blvd, Glendale"
1796,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1797,S F Pet Shop & Grooming,34.079626,-118.092806,0.0,"600 E Valley Blvd, San Gabriel"
1798,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1799,Katie's PET DEPOT,34.0415508,-118.4708828,4.3,"12423 Wilshire Blvd, Los Angeles"
1800,Peek-A-Dog Pet Grooming Adoptions,33.9591913,-118.2113411,4.4,"8452 State St, South Gate"
1801,Armando's Pets & Grooming,34.1400274,-117.9582202,4.5,"2155 E Huntington Dr, Duarte"
1802,MG Planet Pet Grooming,33.9909164,-117.8899766,4.6,"1457 Nogales St, Rowland Heights"
1803,Mike's Pet Store and pet grooming,33.974553,-118.2532615,3.7,"1224 Florence St, Los Angeles"
1804,Paws N Claws Grooming Salon,34.0479841,-118.5443769,4.8,"16634 Marquez Ave, Pacific Palisades"
1805,Pets & Grooming,33.9532045,-118.130807,4.5,"7952 Florence Ave, Downey"
1806,Bark Williams,34.0201137,-118.4546141,4.7,"2901 Ocean Park Blvd #118, Santa Monica"
1807,Kriser's Natural Pet,33.6717269,-117.7894796,4.4,"Alton Square, 5365 Alton Pkwy, Irvine"
1808,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1809,Pussy & Pooch Pethouse and Pawbar,33.761255,-118.1376665,4.2,"4818 E 2nd St, Long Beach"
1810,Local Pet Market,33.687393,-117.988492,4.9,"18900 Beach Blvd #109, Huntington Beach"
1811,PJ's Pet Cafe,33.775092,-118.1520865,4.0,"3412 E 7th St Suite A, Long Beach"
1812,MY MASTER'S BEST FRIEND-Pet Food&Supply Delivery-Downey Long Beach Santa Monica Los Angeles Near Me,33.952306,-118.344688,4.5,"4118, 903 S Prairie Ave ste 903, Inglewood"
1813,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1814,Just Food For Dogs,33.8902107,-118.3963081,4.7,"1605 N Sepulveda Blvd, Manhattan Beach"
1815,Just Food For Dogs,33.635517,-117.9233335,4.7,"103 E 17th St, Costa Mesa"
1816,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1817,Pet Mart,33.8635117,-118.3888634,4.4,"1054 Aviation Blvd, Hermosa Beach"
1818,AGE OF AQUARIUMS,33.8051375,-118.1672737,4.5,"2642 Cherry Ave, Signal Hill"
1819,Westmount Animal Clinic,51.0524147,-114.0953604,4.6,"1609 Kensington Rd NW, Calgary"
1820,Woodlands Veterinary Hospital and Animal Dental Centre,50.940371,-114.120281,4.2,"202-, 2525 Woodview Dr SW, Calgary"
1821,Pet Valu,50.9529516,-114.1170502,4.5,"11440 Braeside Dr SW, Calgary"
1822,Petland,50.93036379999999,-113.9627312,4.0,"4915 130 Ave SE #300, Calgary"
1823,Optimal Pet Foods - Natural Dog & Cat Food Supplies Store,51.03574,-114.1661451,3.6,"1919 Sirocco Dr SW, Calgary"
1824,Bone & Biscuit - Pet Store + Dog Wash,50.705989,-113.971792,4.9,"201 Southridge Dr #331, Okotoks"
1825,Pet Valu,50.9747533,-114.0734825,4.4,"8835 Macleod Trail SW, Calgary"
1826,Petland,50.9003097,-114.065317,4.0,"303 Shawville Blvd SE #580, Calgary"
1827,Pet Valu,50.9065436,-114.0644151,4.5,"70 Shawville Blvd SE, Calgary"
1828,Pet Valu,50.9297102,-114.0298998,4.5,"1221 Canyon Meadows Dr SE, Calgary"
1829,Pet Planet Glenmore Landing,50.9742796,-114.0977952,4.0,"1600 90 Ave SW Unit A130, Calgary"
1830,Pet Planet Millrise,50.9139851,-114.071459,4.5,"3133 150 Millrise Blvd SW, Calgary"
1831,Pet Planet,50.7065723,-113.9757277,4.1,"200 Southridge Dr Unit 429, Okotoks"
1832,Bon A-Pet-Treat! Pet Store & Bakery,51.0750971,-114.1674585,4.6,"5111 Bowness Rd NW #3, Calgary"
1833,Pet Valu,51.1857944,-114.4673998,4.4,"80 Bow St, Cochrane"
1834,Dexter's your local Pet Shop,50.98906880000001,-114.0009572,4.8,"7019 Ogden Rd SE, Calgary"
1835,Pet Planet,51.1255325,-114.0694533,4.6,"100 Beddington Blvd NE #110, Calgary"
1836,Pet Valu,51.0654324,-114.0996443,4.5,"1632 14 Ave NW, Calgary"
1837,Chow Bella Pet Health Store & Grooming Salon,50.73145359999999,-113.9513754,4.2,"Suite 100 - 235 Milligan Drive, Okotoks"
1838,The Top Dog Store,51.0963968,-114.0529401,3.1,"5010 4 St NE, Calgary"
1839,Global Pet Foods Edgemont,51.1376443,-114.1596671,4.8,"106 - 5149 Country Hills Boulevard Northwest, Calgary"
1840,Petland Westhills,51.0144482,-114.1713304,3.9,"290 Stewart Green SW, Calgary"
1841,PAWS Dog Daycare,51.03834879999999,-114.0925439,4.5,"1313 16 Ave SW, Calgary"
1842,Four On The Floor,51.2907883,-113.9836041,4.6,"25 East Lake Cir NE, Airdrie"
1843,Pet Valu,51.1857944,-114.4673998,4.4,"80 Bow St, Cochrane"
1844,Pet Valu,51.2886338,-114.0145264,4.7,"505 Main St S, Airdrie"
1845,Pet Valu,50.7035999,-113.9466403,4.2,"105 Southbank Blvd, Okotoks"
1846,Pet Valu,50.57105199999999,-113.869076,4.5,"1225 1 St SE, High River"
1847,Pet Valu,51.2570107,-114.0233056,4.3,"401 Cooper's Blvd, Airdrie"
1848,The Top Dog Store,51.0963968,-114.0529401,3.1,"5010 4 St NE, Calgary"
1849,Westmount Animal Clinic,51.0524147,-114.0953604,4.6,"1609 Kensington Rd NW, Calgary"
1850,Woodlands Veterinary Hospital and Animal Dental Centre,50.940371,-114.120281,4.2,"202-, 2525 Woodview Dr SW, Calgary"
1851,Rascals Pet Supplies & Grooming Ltd,51.086186,-114.05103,4.7,"3804 Edmonton Trail NE, Calgary"
1852,Chow Bella Pet Health Store & Grooming Salon,50.73145359999999,-113.9513754,4.2,"Suite 100 - 235 Milligan Drive, Okotoks"
1853,PAWSitively Natural Pet Food & Supplies,51.0340032,-114.0707963,4.6,"2100 4 St SW, Calgary"
1854,Optimal Pet Foods Britannia,51.0094293,-114.0824818,4.6,"815 49 Ave SW, Calgary"
1855,Pet Valu,50.9065436,-114.0644151,4.5,"70 Shawville Blvd SE, Calgary"
1856,Pet Valu,50.9297102,-114.0298998,4.5,"1221 Canyon Meadows Dr SE, Calgary"
1857,Pet Valu,50.9747533,-114.0734825,4.4,"8835 Macleod Trail SW, Calgary"
1858,Divine Doggies Spa & Boutique,51.059811,-114.2125529,3.7,"873 85 St SW #3005, Calgary"
1859,Pet Valu,50.9529516,-114.1170502,4.5,"11440 Braeside Dr SW, Calgary"
1860,PAWS Dog Daycare,51.03834879999999,-114.0925439,4.5,"1313 16 Ave SW, Calgary"
1861,Global Pet Foods Edgemont,51.1376443,-114.1596671,4.8,"106 - 5149 Country Hills Boulevard Northwest, Calgary"
1862,Bone & Biscuit - Pet Store + Dog Wash,50.705989,-113.971792,4.9,"201 Southridge Dr #331, Okotoks"
1863,Pet Planet,50.7065723,-113.9757277,4.1,"200 Southridge Dr Unit 429, Okotoks"
1864,Pet Planet Millrise,50.9139851,-114.071459,4.5,"3133 150 Millrise Blvd SW, Calgary"
1865,Pet Planet Glenmore Landing,50.9742796,-114.0977952,4.0,"1600 90 Ave SW Unit A130, Calgary"
1866,Pet Planet,51.0390367,-114.2077323,4.5,"306 Aspen Glen Landing SW Unit 128, Calgary"
1867,Pet Planet,50.8800296,-113.976315,4.5,"356 Cranston Rd SE, Unit 4032, Calgary"
1868,Bone & Biscuit,51.2924336,-114.0238986,4.7,"1102, 35 MacKenzie Way SW, Airdrie"
1869,Bone & Biscuit,50.8981621,-113.9409517,4.7,"7 Mahogany Plaza SE #1330, Calgary"
1870,Bone & Biscuit,51.1877265,-114.4689409,5.0,"31 Bow St #7, Cochrane"
1871,Global Pet Foods,50.90101,-114.0680292,4.7,"285 Shawville Blvd SE, Calgary"
1872,Bone & Biscuit,50.9329472,-113.967802,4.8,"4700 130 Ave SE #609, Calgary"
1873,Petland,50.9003097,-114.065317,4.0,"303 Shawville Blvd SE #580, Calgary"
1874,Petland,51.1622212,-114.0641597,3.8,"130 Country Village Rd NE #323, Calgary"
1875,Petland,50.93036379999999,-113.9627312,4.0,"4915 130 Ave SE #300, Calgary"
1876,Petland,50.9826273,-114.038882,3.8,"33 Heritage Meadows Way SE, Calgary"
1877,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland"
1878,The Pampered Pet Boutique,32.0083015,-102.1401085,0.0,"2215 Midland Dr, Midland"
1879,Bird & Branches,31.9997231,-102.1187425,0.0,"1015 N Midkiff Rd # B, Midland"
1880,Tiny Designer,31.9389991,-102.0104998,2.0,"5608 S County Rd 1160, Midland"
1881,Aquariums By Sissy,31.9488642,-102.0669327,3.0,"4100 TX-349, Midland"
1882,All You Need Is Pets,31.9941728,-102.0986228,3.8,"110 Andrews Hwy, Midland"
1883,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland"
1884,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland"
1885,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland"
1886,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland"
1887,Tuesday Morning,32.0398105,-102.1117558,4.4,"4610 N Garfield St, Midland"
1888,Woof Gang Bakery Midland,31.9936899,-102.1535274,3.7,"1307 N Loop 250 W #11b, Midland"
1889,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1890,Petco,34.16462980000001,-118.5227222,4.3,"17919 Ventura Blvd, Encino"
1891,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1892,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1893,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
1894,Ask Ariel Your Pet Nutritionist,33.6590775,-117.6991694,4.9,"1 S Pointe Dr, Lake Forest"
1895,Green Dog Dental & Wellness,34.1489587,-118.4357809,4.7,"13907 Ventura Blvd #101, Sherman Oaks"
1896,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1897,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1898,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1899,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach"
1900,PetStore.com,33.7556944,-117.9392341,3.4,"14271 Corporate Dr, Garden Grove"
1901,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1902,Kahoots Feed & Pet Store,33.9380668,-117.5437274,4.7,"1004 Sixth St, Norco"
1903,Kahoots Pet Store,33.9856908,-117.7138885,4.7,"4200 Chino Hills Pkwy, Chino Hills"
1904,Pets Plus,33.497631,-117.66222,4.5,"32022 Camino Capistrano, San Juan Capistrano"
1905,Kriser's Natural Pet,34.000991,-118.467687,4.5,"303 Lincoln Blvd, Venice"
1906,Animal Lovers Pet Shop,33.8058724,-118.3582023,4.5,"24028 Vista Montana, Torrance"
1907,Pet Foods Market & Supplies,33.891918,-118.395513,4.6,"1816 N Sepulveda Blvd, Manhattan Beach"
1908,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1909,Dog Lovers,33.9907419,-118.3305499,3.8,"5700 Crenshaw Blvd, Los Angeles"
1910,The Urban Pet,34.0763114,-118.3538996,4.7,"7515 Beverly Blvd, Los Angeles"
1911,Zoom Room Dog Training,33.685642,-117.9904309,4.6,"19069 Beach Blvd, Huntington Beach"
1912,Paw In Order,33.8021939,-117.8590025,4.9,"618 W Collins Ave, Orange"
1913,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1914,Pinnacle Pet Services,34.1170015,-118.1506226,0.0,"721 Fair Oaks Ave, South Pasadena"
1915,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1916,PetSmart,34.159705,-118.5069302,4.6,"17150 Ventura Blvd, Encino"
1917,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
1918,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1919,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1920,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1921,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1922,Animal & Bird Veterinary Medical Center,33.926549,-117.557576,3.2,"3119 Hamner Ave, Norco"
1923,"Pets R Us, Pet Grooming & Supplies",34.1604446,-118.2743521,3.5,"838 W Glenoaks Blvd, Glendale"
1924,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1925,S F Pet Shop & Grooming,34.079626,-118.092806,0.0,"600 E Valley Blvd, San Gabriel"
1926,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1927,Katie's PET DEPOT,34.0415508,-118.4708828,4.3,"12423 Wilshire Blvd, Los Angeles"
1928,Paws N Claws Grooming Salon,34.0479841,-118.5443769,4.8,"16634 Marquez Ave, Pacific Palisades"
1929,Peek-A-Dog Pet Grooming Adoptions,33.9591913,-118.2113411,4.4,"8452 State St, South Gate"
1930,Armando's Pets & Grooming,34.1400274,-117.9582202,4.5,"2155 E Huntington Dr, Duarte"
1931,MG Planet Pet Grooming,33.9909164,-117.8899766,4.6,"1457 Nogales St, Rowland Heights"
1932,Mike's Pet Store and pet grooming,33.974553,-118.2532615,3.7,"1224 Florence St, Los Angeles"
1933,Kriser's Natural Pet,33.6717269,-117.7894796,4.4,"Alton Square, 5365 Alton Pkwy, Irvine"
1934,Pets & Grooming,33.9532045,-118.130807,4.5,"7952 Florence Ave, Downey"
1935,Bark Williams,34.0201137,-118.4546141,4.7,"2901 Ocean Park Blvd #118, Santa Monica"
1936,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1937,Pussy & Pooch Pethouse and Pawbar,33.761255,-118.1376665,4.2,"4818 E 2nd St, Long Beach"
1938,Local Pet Market,33.687393,-117.988492,4.9,"18900 Beach Blvd #109, Huntington Beach"
1939,PJ's Pet Cafe,33.775092,-118.1520865,4.0,"3412 E 7th St Suite A, Long Beach"
1940,MY MASTER'S BEST FRIEND-Pet Food&Supply Delivery-Downey Long Beach Santa Monica Los Angeles Near Me,33.952306,-118.344688,4.5,"4118, 903 S Prairie Ave ste 903, Inglewood"
1941,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1942,Just Food For Dogs,33.8902107,-118.3963081,4.7,"1605 N Sepulveda Blvd, Manhattan Beach"
1943,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1944,Just Food For Dogs,33.635517,-117.9233335,4.7,"103 E 17th St, Costa Mesa"
1945,Pet Mart,33.8635117,-118.3888634,4.4,"1054 Aviation Blvd, Hermosa Beach"
1946,Kriser's Natural Pet,33.62841,-117.906317,4.4,"1044 Irvine Ave, Newport Beach"
1947,Pet Supply,33.65131,-117.9549833,4.8,"21425 Brookhurst St, Huntington Beach"
1948,Pet Foods Market & Supplies,33.891918,-118.395513,4.6,"1816 N Sepulveda Blvd, Manhattan Beach"
1949,AGE OF AQUARIUMS,33.8051375,-118.1672737,4.5,"2642 Cherry Ave, Signal Hill"
1950,Kriser's Natural Pet,33.866307,-118.3938349,4.6,"1559 Pacific Coast Hwy, Hermosa Beach"
1951,"Antonia & Frederico Pet Center - Pet Shop, Grooming, Day Care, Boarding, Veterinary",25.981657,-80.147241,5.0,"5645, 112 SE 3rd St, Hallandale Beach"
1952,Southeastern Veterinary Exprts,26.2118182,-80.16276549999999,1.0,"1441 SW 29th Ave, Pompano Beach"
1953,Luv My Pet Inc,26.2103067,-80.1321979,0.0,"1536 S Dixie Hwy, Pompano Beach"
1954,Backos Bird Clinic - 24 Hour Emergency Available,26.3177979,-80.1508386,5.0,"3434 W Hillsboro Blvd, Deerfield Beach"
1955,Park Veterinary Hospital,26.181095,-80.140123,4.8,"550 NE 44th St, Oakland Park"
1956,Diaz' Heart Animal Hospital,25.8597701,-80.3067614,4.7,"4172 W 12th Ave, Hialeah"
1957,Pet Supplies Plus,26.0338901,-80.19405909999999,4.5,"4923 Sheridan St, Hollywood"
1958,Pet Supplies Plus,26.24606,-80.18744,4.5,"4839 Coconut Creek Pkwy #14A, Coconut Creek"
1959,Pet Supplies Plus,26.1035566,-80.360905,4.6,"Indian Trace Plaza, 1368 SW 160th Ave, Sunrise"
1960,Robert's Pet Shop,25.5385592,-80.40984739999999,4.3,"24420 S Dixie Hwy, Homestead"
1961,Beverly's Pet Center,26.0075511,-80.2513396,4.2,"8356 Pines Blvd, Pembroke Pines"
1962,Petland Kendall,25.6913145,-80.38713489999999,4.6,"8236 Mills Dr, Miami"
1963,Pet Supermarket,26.0095995,-80.2834049,4.2,"10291 Pines Blvd, Pembroke Pines"
1964,Pet Supermarket,25.8912559,-80.1625715,4.5,"12553 Biscayne Blvd, North Miami"
1965,Pet Supermarket,25.8669901,-80.3104329,4.4,"1375 W 49th St, Hialeah"
1966,Pet Supermarket,25.9337932,-80.2943087,4.2,"17730 NW 57th Ave, Hialeah"
1967,Pet Supermarket,25.7389892,-80.2393341,4.3,"2720-A S Dixie Hwy, Miami"
1968,Petland Pembroke Pines,26.0126343,-80.2502136,4.7,"356 N University Dr, Pembroke Pines"
1969,Petland Davie,26.110311,-80.30169500000001,4.6,"11482 W State Rd 84, Davie"
1970,Petland Plantation,26.1096515,-80.2527762,4.6,"801 S University Dr C-106, Plantation"
1971,Pegaduro Pet Shop,25.8598739,-80.282997,4.6,"4130 Palm Ave, Hialeah"
1972,El Palomar Pet Shop Inc,25.771215,-80.272352,4.7,"4732 W Flagler St, Coral Gables"
1973,BFF-K9 Services Dog Grooming & Pets Services,25.7713312,-80.2326193,4.9,"142 Beacom Blvd, Miami"
1974,Dog Bar,25.7914933,-80.1380839,3.9,"1684 Jefferson Ave, Miami Beach"
1975,Puppy Plus,26.318661,-80.203425,4.5,"7071 SR 7, Parkland"
1976,Park Veterinary Hospital,26.181095,-80.140123,4.8,"550 NE 44th St, Oakland Park"
1977,Animal Care and Surgical Hospital,25.7614717,-80.3311569,4.8,"8376 SW 8th St, Miami"
1978,Diaz' Heart Animal Hospital,25.8597701,-80.3067614,4.7,"4172 W 12th Ave, Hialeah"
1979,Humane Society Of Greater Miami North,25.9246441,-80.15529719999999,4.2,"16101 W Dixie Hwy, North Miami Beach"
1980,Backos Bird Clinic - 24 Hour Emergency Available,26.3177979,-80.1508386,5.0,"3434 W Hillsboro Blvd, Deerfield Beach"
1981,Happy Dog Grooming & Pet Shop,25.7294805,-80.43002249999999,4.8,"14527 SW 42nd St, Miami"
1982,Lovely Pets Grooming Salon,25.727928,-80.243644,4.4,"3098 Fuller St #10, Coconut Grove"
1983,Woof Gang Bakery & Grooming Ft. Lauderdale,26.1555586,-80.116846,4.7,"2394 N Federal Hwy, Fort Lauderdale"
1984,prettypuppies,26.05543,-80.207432,0.0,"5102 SR 7, Fort Lauderdale"
1985,Lovely Pets Grooming Salon 2,25.7428531,-80.237776,5.0,"2635 SW 27th Ave, Miami"
1986,Green Paws Pet Market,26.1339272,-80.28351289999999,4.8,"10037 Cleary Blvd, Plantation"
1987,Abba Pet Shop And Salon,25.7305709,-80.41533000000001,4.3,"4095 SW 137th Ave #4, Miami"
1988,Puppies World of Miami,25.8111623,-80.35243779999999,3.6,"9690 NW 41st St #5, Doral"
1989,MaryEli's Lovely Pets Inc.,26.1227214,-80.35993529999999,3.4,"15932 W State Rd 84, Sunrise"
1990,"Antonia & Frederico Pet Center - Pet Shop, Grooming, Day Care, Boarding, Veterinary",25.981657,-80.147241,5.0,"5645, 112 SE 3rd St, Hallandale Beach"
1991,Pet Supplies Plus,26.0338901,-80.19405909999999,4.5,"4923 Sheridan St, Hollywood"
1992,Puppy Plus,26.318661,-80.203425,4.5,"7071 SR 7, Parkland"
1993,King Of Pet Grooming Puppy Sales,25.7294678,-80.43284489999999,4.9,"14707 SW 42nd St #403, Miami"
1994,Pet Supplies Plus,26.1035566,-80.360905,4.6,"Indian Trace Plaza, 1368 SW 160th Ave, Sunrise"
1995,Pet Supermarket,26.2358966,-80.1037059,4.2,"419 N Federal Hwy, Pompano Beach"
1996,Pet Supermarket,26.3167158,-80.0914509,4.4,"55 S Federal Hwy, Deerfield Beach"
1997,South Beach Pet Shop,25.775694,-80.13461199999999,3.7,"634 6th St, Miami Beach"
1998,Pet Supermarket,26.2854764,-80.20096480000001,4.2,"4500 N State Rd. 7, Coconut Creek"
1999,Elite MarineLife,26.252925,-80.099854,4.8,"store # 103, 2301 NE 16th St, Pompano Beach"
2000,Dog Bar,25.7914933,-80.1380839,3.9,"1684 Jefferson Ave, Miami Beach"
2001,You Lucky Dog,26.3058002,-80.093245,5.0,"947 S Federal Hwy, Deerfield Beach"
2002,Pet Supermarket,25.7389892,-80.2393341,4.3,"2720-A S Dixie Hwy, Miami"
2003,Pet Supermarket,25.8912559,-80.1625715,4.5,"12553 Biscayne Blvd, North Miami"
2004,Doggie Bag Café & Pet Boutique,25.8424337,-80.1848322,5.0,"7310 Biscayne Blvd, Miami"
2005,The Jungle Florida,26.3174477,-80.1489581,4.5,"3314 W Hillsboro Blvd, Deerfield Beach"
2006,Hydra Aquatics International,26.049593,-80.15363099999999,4.9,"7A 1300, FL-848, Dania Beach"
2007,Puppy Plus,26.318661,-80.203425,4.5,"7071 SR 7, Parkland"
2008,Pet Supermarket,26.0309665,-80.14289769999999,4.4,"2111 N Federal Hwy, Hollywood"
2009,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
2010,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
2011,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
2012,Ask Ariel Your Pet Nutritionist,33.6590775,-117.6991694,4.9,"1 S Pointe Dr, Lake Forest"
2013,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
2014,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
2015,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
2016,Perris Valley Veterinary Clinic,33.8160097,-117.2286809,3.8,"2560 N Perris Blvd, Perris"
2017,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach"
2018,PetStore.com,33.7556944,-117.9392341,3.4,"14271 Corporate Dr, Garden Grove"
2019,Kahoots Feed & Pet Store,33.9380668,-117.5437274,4.7,"1004 Sixth St, Norco"
2020,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
2021,Kahoots Pet Store,33.9856908,-117.7138885,4.7,"4200 Chino Hills Pkwy, Chino Hills"
2022,Kahoots Feed & Pet Store,33.8820704,-117.3686806,4.5,"16851 Van Buren Boulevard, Riverside"
2023,Pets Plus,33.497631,-117.66222,4.5,"32022 Camino Capistrano, San Juan Capistrano"
2024,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
2025,Kahoots Feed & Pet Store,33.5542378,-117.2074987,4.7,"41711 Ivy St, Murrieta"
2026,Kahoots Pet Store,33.372436,-117.252433,4.4,"1101 S Main Ave B, Fallbrook"
2027,Kahoots Pet Store,33.4797386,-117.1020965,4.7,"31845 Temecula Pkwy, Temecula"
2028,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
2029,Super Pets,33.7891095,-117.8345701,4.5,"1807 E Chapman Ave, Orange"
2030,Puppy Store,33.7758987,-117.870425,3.5,"2800 N Main St #632, Santa Ana"
2031,Zoom Room Dog Training,33.685642,-117.9904309,4.6,"19069 Beach Blvd, Huntington Beach"
2032,Paw In Order,33.8021939,-117.8590025,4.9,"618 W Collins Ave, Orange"
2033,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
2034,Catherine's Pet Services,33.6370118,-117.8594386,0.0,"9413 Residencia, Newport Beach"
2035,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
2036,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
2037,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
